corpusid,openaccessinfo,abstract,updated
167857122,"{'externalids': {'MAG': '2372811621', 'ACL': None, 'DOI': None, 'PubMedCentral': None, 'ArXiv': None}, 'license': None, 'url': None, 'status': None}","Based on the survey data collected from 230 rural families in Nanchong,this article looks at those psychological factors on social insurance in rural areas.The research shows that farmers in under-developed area are far less interested than those in developed areas in social insurance. Some psychological factors such as farmers'expectation of the benefit,their overconfidence bias in their health and their conformity to others'behavior all have impact on their desire for participation in social insurance.The paper argues that it is important to increase farmers'income and to strengthen their understanding of social insurance.It also proposes that the government should take into consideration the psychological features of farmers in different areas and the different needings of people in different areas so as to make clearer and more realistic policies.",2022-02-08T18:43:56.177Z
167665891,"{'externalids': {'MAG': '2388002314', 'ACL': None, 'DOI': None, 'PubMedCentral': None, 'ArXiv': None}, 'license': None, 'url': None, 'status': None}","By referring the experience of foreign and internal megalopolis this paper analyzes the background of transportation in China,including the rapid urban motorization,mass private cars and country people coming into city.It points out that Chinese megalopolis must set up the transit -oriented development pattern,Simultaneity,Multi -tiers Public transportation system and revulsive government policy can ensure its implementation.",2022-02-08T18:51:08.473Z
179751332,"{'externalids': {'MAG': '963237434', 'ACL': None, 'DOI': None, 'PubMedCentral': None, 'ArXiv': None}, 'license': None, 'url': None, 'status': None}",检验检疫实验室是检验检疫行政执法的技术支撑，是服务于检验检疫实践的基础。近年来，江西出入境检验检疫局坚持“以制度管事物、定目标框职责、讲廉政重实效、制程序带网络、抓进度控过程、建档案强基础”，结合目标管理责任制的落实，将检验检疫实验室的日常管理、资质建设、标准升级转换、认可达标列入考核范畴，把开展实验室认可／计量认证作为全局工作的重点：,2022-02-08T13:51:30.161Z
171369134,"{'externalids': {'MAG': '2559853020', 'ACL': None, 'DOI': None, 'PubMedCentral': None, 'ArXiv': None}, 'license': None, 'url': None, 'status': None}","ABSTRAK Penelitian ini berjudul “Nilai Moral dalam Naskah Drama Tanah Perempuan Karya Helvy Tiana Rosa. Masalah penelitian ini adalah apa saja nilai-nilai yang terkandung dalam naskah drama Tanah Perempuan karya Helvy Tiana Rosa. Penelitian ini bertujuan untuk mendeskripsikan nilai moral yang terdapat dalam karya Helvy Tiana Rosa pada naskah drama Tanah Perempuan. Sumber data penelitian ini adalah naskah drama Tanah Perempuan karya Helvy Tiana Rosa yang diterbitkan oleh LaPena pada tahun 2006. Naskah drama ini terdiri atas 9 babak dengan 122 halaman. Metode penelitian yang digunakan adalah metode deksriptif dengan pendekatan kualitatif. Teknik pengumpulan data yang digunakan dalam penelitian ini adalah teknik dokumentasi. Hasil penelitian menunjukkan bahwa nilai moral yang terdapat dalam naskah drama Tanah Perempuan karya Helvy Tiana Rosa meliputi, (1) hubungan manusia dengan Tuhan, dinyatakan dengan para tokoh yang merasa lemah, tidak berdaya ketika bencana melanda dan para tokoh mempertanyakan pada Tuhan mereka, antartokoh juga saling mengingatkan untuk selalu berserah diri pada Tuhan, dan para tokoh yakin bahwa Tuhan yang Maha Adil akan menepati janji-Nya untuk orang-orang yang bersabar dan berserah diri pada-Nya ketika cobaan diberikan. (2) Hubungan manusia dengan diri sendiri, hadir pada para tokoh ketika mereka dihadapkan pada musibah. Maka tampaklah tokoh Mala yang tidak sadar akan hak yang harus dipenuhi kepada jasmani dan rohaninya sehingga pada satu waktu ia dipertemukan dengan tokoh-tokoh yang membimbing dan mengingatinya untuk kembali memenuhi tuntutan fitrahnya sebagai manusia. (3) Hubungan manusia dengan manusia lainnya dalam lingkup sosial dinyatakan oleh sikap antartokoh yang saling menolong, menyemangati, dan memberikan dorongan untuk bangkit melawan duka kepada para tokoh yang mengalami musibah. moral values plays (manuscript drama)",2022-02-08T16:52:09.896Z
165341056,"{'externalids': {'MAG': '2771139563', 'ACL': None, 'DOI': None, 'PubMedCentral': None, 'ArXiv': None}, 'license': None, 'url': None, 'status': None}","Procede et systeme qui permettent de determiner la consommation d'energie d'un moyen de transport par troncon de parcours dans le cadre du trafic suburbain. Dans un mode de realisation perfectionne, des donnees de consommation d'energie actuelles sont comparees a des donnees de comparaison provenant d'une flotte de moyens de transport. Le resultat est visuellement presente a un conducteur pour lui permettre une interpretation de la consommation d'energie et le motiver a adopter une conduite econome en energie. Une analyse des donnees de consommation d'energie relatives a un troncon permet des informations en retour specifiques, par exemple le fait que le conducteur a atteint la meilleure valeur en matiere d'economie d'energie sur un troncon donne du parcours. Sur le plan administratif, les donnees relevees peuvent egalement etre utilisees pour verser des primes ou organiser des sessions de formation.",2022-02-08T20:00:09.532Z
157052125,"{'externalids': {'MAG': '2389705069', 'ACL': None, 'DOI': None, 'PubMedCentral': None, 'ArXiv': None}, 'license': None, 'url': None, 'status': None}","Chinese translated literature enjoys a fairly long history.In the 21th century,Chinese social and cultural contexts for translated literature are more complicated,which endowed the translated literature with some fresh features.This paper attempts to make an overview of the development of Chinese translated literatures in the 21th century,in order to reveal the social contexts for,and features of Chinese translated literature in 21th century and the interplay of it with Chinese native literature.",2022-02-09T00:26:08.848Z
156271921,"{'externalids': {'MAG': '2372067415', 'ACL': None, 'DOI': None, 'PubMedCentral': None, 'ArXiv': None}, 'license': None, 'url': None, 'status': None}","This paper employs the principal agent theory to research the optimal insurance contracts under moral hazard. We construct two principal agent models for non moral hazard and moral hazard respectively. The first model illustrates the most fundamental result: under the symmetric information, the optimal insurance contract requires full insurance coverage, and the optimal insurance premium is equivalent to the expected loss. The moral hazard model yields the general contractual forms that the market responds to moral hazard with partial insurance coverage, and the final loss suffered by insured individuals is increasing with the total loss aroused by the accidents, and the optimal insurance premium is less than the expected loss.",2022-02-09T00:52:45.688Z
154525452,"{'externalids': {'MAG': '2104530366', 'ACL': None, 'DOI': None, 'PubMedCentral': None, 'ArXiv': None}, 'license': None, 'url': None, 'status': None}","Penulisan skripsi ini dimaksudkan untuk menghasilkan sebuah kajian evaluasi suatu pelaksanaan program bantuan yang ditujukan kepada masyarakat yang kurang mampu, sesuai dengan tujuan yang diinginkan. Judul skripsi ini diangkat berdasarkan permasalahan tentang Bantuan Langsung Sementara Masyarakat (BLSM) bahwadi Kelurahan Dalam Bugis masih ketidaktepatan sasaran kepada rumah tangga miskin. Penelitian ini menggunakan pendekatan kualitatif dengan jenis penelitian deskriptif. Lokasi penelitian di KelurahanDalamBugis Kota Pontianak. Hasilpenelitian yang telah dilakukan menunjukan bahwa dalam proses pelaksanaan program BLSM ini masih belum tepat sasaran, sehingga masyarakat yang benar-benar miskin tidak mendapatkan dana BLSM, sedangkan masyarakat yang dirasamampu, malahmendapatkan dana bantuan dari pemerintah. Hal ini di sebabkan karena pendataan terhadap masyarakat miskin di Kelurahan Dalam Bugis kurang serius dalam menanganinya dan tidak lengkapnya syarat-syarat yang dimiliki masyarakat miskin untuk mendapatkan dana BLSM. Kata-kata Kunci :Evaluasi Program, BLSM, Tidak Tepat Sasaran",2022-02-09T01:49:21.633Z
151949574,"{'externalids': {'MAG': '2568437956', 'ACL': None, 'DOI': None, 'PubMedCentral': None, 'ArXiv': None}, 'license': None, 'url': None, 'status': None}","Dans un contexte qui interroge de plus en plus fortement les rapports entre la recherche scientifique et la Cite, un meilleur partage des savoirs semble faire l'objet d'une demande croissante a travers des formes de collaboration, de cooperation ou de participation plus etroites entre chercheurs et usagers, et ceci d'autant plus que les recherches en sciences de l'education ont, pour la plupart, une double visee de production de connaissances et d'amelioration des pratiques educatives. Ce partage des savoirs n'est pas seulement une affaire de transfert ou de diffusion des resultats de recherche. C'est aussi une question de rapports entre chercheurs et acteurs des systemes d'education et de formation au sein desquels s'elaborent divers types de savoirs sur ces systemes. Depuis des domaines tels que l'enseignement scolaire, la formation des adultes et les apprentissages informels, les contributeurs de cet ouvrage, dans une reflexion theorique, epistemologique et methodologique, (re)interrogent leurs processus de recherche pour saisir ce qui s'y partage (ou non), par quels moyens, a quelles conditions.",2022-02-09T03:07:12.617Z
150257714,"{'externalids': {'MAG': '2940942989', 'ACL': None, 'DOI': None, 'PubMedCentral': None, 'ArXiv': None}, 'license': None, 'url': None, 'status': None}","The invention provides a control system of a continuous drilling device. The control system comprises a rack, two transmission mechanisms, two isolation mechanisms, a drilling mechanism and a control mechanism, wherein each transmission mechanism comprises a limiting plate, a conveying belt transportation device, a locating plate and a first driving device; the limiting plates of the two transmission mechanisms are vertically mounted on the rack and are mutually parallel; each isolation mechanism comprises an isolation rod, a second driving device and a third driving device; the isolation rods of the two isolation mechanisms are movably mounted on the two locating plates respectively; the drilling mechanism comprises a horizontal moving frame, a fourth driving device, a longitudinal moving frame, a fifth driving device, a connecting rod, a sixth driving device and two drills; a first drilling hole is formed in each of the two limiting plates; a second drilling hole is formed in the position, corresponding to the first drilling holes in the two limiting plates, of each of the two locating plates; and the control mechanism comprises a control device, a first sensing device and a second sensing device. According to the control system, the utilization is convenient, the working efficiency is high, and impurities are not liable to influence the continuous operation of the continuous drilling device.",2022-02-09T03:57:41.599Z
161267382,"{'externalids': {'MAG': '1844500818', 'ACL': None, 'DOI': None, 'PubMedCentral': None, 'ArXiv': None}, 'license': None, 'url': None, 'status': None}","FAUT-IL PLACER LES POINTS D'ARRET DES AUTOBUS EN AMONT OU EN AVAL DES FEUX DES CARREFOURS? QUELLE INFLUENCE CE CHOIX PEUT-IL AVOIR SUR LA VITESSE ET LA REGULARITE DES VEHICULES? POUR REPONDRE A CES QUESTIONS, LA RATP A REALISE UNE SIMULATION, SELON LE MODELE VROUMM. LES RESULTATS SONT PRESENTES PAR M. THIBAL, INGENIEUR CHEF DE DIVISION AU GROUPEMENT ETUDES OPERATIONNELLES DE CIRCULATION DE LA RATP.",2022-02-08T22:19:05.018Z
158638525,"{'externalids': {'MAG': '2888415023', 'ACL': None, 'DOI': None, 'PubMedCentral': None, 'ArXiv': None}, 'license': None, 'url': None, 'status': None}",A thesis submitted in partial fulfilment of the requirements for the Degree of Master Arts (Sociology): Gender and Development Studies,2022-02-08T23:39:24.138Z
158227730,"{'externalids': {'MAG': '2766217614', 'ACL': None, 'DOI': None, 'PubMedCentral': None, 'ArXiv': None}, 'license': None, 'url': None, 'status': None}","T h e Hiek Cost o I F ree P a r k i n BY DONALD C. SHOUP A s k anyone to define a livakle city. S o m e w i l l say clean air a n d safe streets. O t k e r s will m e n t i o n good restaurants, affordakle k o u s i n g , pleasant parks, or less traffic congestion. B u t , ckances are, t k e y ' l l all agree o n one t k i n g — plenty of free p a r k i n g . Almost everywhere, people expect free parking. Urban planners HOW DO PLANNERS SET MINIMUM PARKING REQUIREMENTS? have responded by requiring off-street parking for all new con- Practicing planners use simple empirical methods when set- struction. A c c o r d i n g to the Planning Advisory Service, parking t i n g m i n i m u m p a r k i n g r e q u i r e m e n t s . T h e y count the cars requirements are a major concern among city planners, gener- parked at existing land uses and identify peak demand as the ating more inquiries each year than any other topic. Parking m i n i m u m number of parking spaces needed. requirements are a critical link between transportation and land T h e only source of data that systematically relates parking use. T o understand this link, I have tried to calculate the cost of demand to land use is Parking Generation, minimum parking requirements. T h e findings suggest that min- Institute of Transportation Engineers. T h i s report calculates the imum parking requirements seriously distort the markets for parking generation rate — the average peak parking demand both transportation and land. T h e findings also suggest an alter- observed in case studies — for sixty-four different categories of native policy for improving parking, transportation, and land use. land use. >• Donald C. Shoup Los is professor Angeles, of urban CA QOOQ5-1 Journal E S S O planning ana Director of the Institute O5O fshoup@ucla.edu). of P l a n n i n g Education This and report Researck of Transportation is abstracted , Vol.17, No.l, Studies from at the a forthcoming September 1QQ7. published by the University article in the of California,",2022-02-08T23:51:30.837Z
158024645,"{'externalids': {'MAG': '2617761447', 'ACL': None, 'DOI': None, 'PubMedCentral': None, 'ArXiv': None}, 'license': None, 'url': None, 'status': None}","The purpose of the study was to investigate the perceptions of graduates from Eastern II llnois University;s Educational Administration program as to how effective their preparation was in preparing them for the role as instructional/educational leader. A survey was developed and distributed to 21 4 Educational Administration students who graduated between 1982 and 1 986. The data collected was broken down into three different categories to study: Female and Male Graduates, Teacher and Administrative Graduates and Graduates before 1 983 and after 1 985. A response rate of 42% was obtained. An independent t test was utilized to compare the mean scores for the Foundations and Required courses for M. S. in Education for each of the three sub groups studied. It was found that: 1 . Foundations courses were not perceived as useful for preparing administrators for the role of educational leadership. 2. EDA 541 0, School Law, EDA 5870, Personnel Administration and EDA 5640, Administration and Supervision of the Secondary School were rated the most useful in preparing administrators for their role as educational leaders.",2022-02-08T23:56:32.121Z
157344364,"{'externalids': {'MAG': '2570446328', 'ACL': None, 'DOI': None, 'PubMedCentral': None, 'ArXiv': None}, 'license': None, 'url': None, 'status': None}","Understanding and consideration of pupil’s ethno-cultural traditions is quite important for effective state administration and development of a region as a whole. Economic establishment of Donbass was executed under the influence of labor migrations that functioned as the key factor of population formation of the region with its ethno-cultural environment. Such historical preconditions also influenced the modern decision of Donbass population. The efforts initiated to dispute the choice resulted in military and political conflict and difficult social and economic situation. These present challenges as well as the implementation issues of future development strategies condition the need for analysis in demographic aspects of ethno-cultural environment formation in Donetsk Region It is established that labor migrations conducted under control of tsarist and further Soviet Government not only promoted the progress of Donbass industry but formed ethnic and cultural basis of the regional society. In various historical periods the inflow of Russian migrants, and their predominance in towns and industrial centers of Donbass conditioned the prevalence of the Russian language with culture and traditions in its ethno-cultural environment. It is found out that during the period that is relatively short for the history of mankind on the territory of Lugansk and Donetsk area there appeared a new specific community of people whose mentality and genetic memory was determined by unity with Russian world and Russian fundamentals. The complicated social and political situation, and military conflict in Donbass is the consequence of the natural response of Donbass people to the attempts initiated to deprive them of their native language, history and the right of choice of own development way that was predetermined by the historical past. The present situation demonstrates again that state administration and government policy cannot be effective and successful without taking into account and understanding of the nation’s history and ethno-cultural traditions.",2022-02-09T00:19:44.161Z
149839711,"{'externalids': {'MAG': '2942012677', 'ACL': None, 'DOI': None, 'PubMedCentral': None, 'ArXiv': None}, 'license': None, 'url': None, 'status': None}","A media processing device for processing a multi-channel advertisement for a single piece of media data is described. The exemplary media processing device can comprise, a memory, a decoder configured to decode media data, a scheduler for generating a control command for the media data, and a plurality of binding modules. Each of the plurality of binding modules can be configured so as to receive the decoded media data from the decoder. Each of the plurality of binding modules can be configured so as to receive the control command from the scheduler. Each of the plurality of binding modules can be configured so as to combine the decoded media data with a corresponding advertisement on the basis of the control command.",2022-02-09T04:12:20.331Z
149471630,"{'externalids': {'MAG': '2910335305', 'ACL': None, 'DOI': None, 'PubMedCentral': None, 'ArXiv': None}, 'license': None, 'url': None, 'status': None}","Student Perceptions of Environmental Quality While Attending Accelerated Medical Technology College Courses by Ralph Westbrook MA, The University of Texas, San Antonio, 2001 BSSP, Park University, 1997 Project Study Submitted in Partial Fulfillment of the Requirements for the Degree of Doctor of Education Walden University December 2018 Abstract Regional weather patterns in the southwestern United States frequently test the engineering involved in indoor air handling equipment in college facilities. Although an adequate indoor thermal environment has been found to affect student learning, little is known about students’ perceptions of classroom heating and ventilation and impacts on learning. The purpose of this phenomenological study was to explore how students in accelerated medical technology courses perceived the environmental quality in their classrooms and discern whether these conditions affected overall gains in knowledge, persistence, and retention in their learning. Fourteen participants from 2 local community colleges were interviewed using purposeful sampling. Guided by Nicol and Humphrey’s adaptive heat model along with the theories of Maslow, Bandura, and Bronfenbrenner, the research questions centered on how students perceived the classroom environmental quality and its effects on their learning and well-being. Thematic analysis was used to reveal concerns about the operational state of the heating, ventilation, and air conditioning systems, their effect on classroom environmental quality and the student's ability to attend class. Interview responses indicated that positive indoor environmental conditions are essential to students’ learning. Project study results led to the development of a white paper for collaborative use at each development forum. Positive implications for social change include increasing staff members’ knowledge about improving and maintaining adequate indoor environmental quality to support overall student achievement.Regional weather patterns in the southwestern United States frequently test the engineering involved in indoor air handling equipment in college facilities. Although an adequate indoor thermal environment has been found to affect student learning, little is known about students’ perceptions of classroom heating and ventilation and impacts on learning. The purpose of this phenomenological study was to explore how students in accelerated medical technology courses perceived the environmental quality in their classrooms and discern whether these conditions affected overall gains in knowledge, persistence, and retention in their learning. Fourteen participants from 2 local community colleges were interviewed using purposeful sampling. Guided by Nicol and Humphrey’s adaptive heat model along with the theories of Maslow, Bandura, and Bronfenbrenner, the research questions centered on how students perceived the classroom environmental quality and its effects on their learning and well-being. Thematic analysis was used to reveal concerns about the operational state of the heating, ventilation, and air conditioning systems, their effect on classroom environmental quality and the student's ability to attend class. Interview responses indicated that positive indoor environmental conditions are essential to students’ learning. Project study results led to the development of a white paper for collaborative use at each development forum. Positive implications for social change include increasing staff members’ knowledge about improving and maintaining adequate indoor environmental quality to support overall student achievement. Student Perceptions of Environmental Quality While Attending Accelerated Medical Technology College Courses by Ralph Westbrook MA, The University of Texas, San Antonio, 2001 BSSP, Park University, 1997 Project Study Submitted in Partial Fulfillment of the Requirements for the Degree of Doctor of Education",2022-02-09T04:21:33.747Z
148079937,"{'externalids': {'MAG': '2465220272', 'ACL': None, 'DOI': None, 'PubMedCentral': None, 'ArXiv': None}, 'license': None, 'url': None, 'status': None}","Propos : L'evaluation de l'independance dans les activites de la vie quotidienne, constitue une base de la prise en charge reeducative d'un enfant. Nous voulons savoir s'il existe un decalage entre ce que l'enfant est capable de faire et ce qu'il fait reellement au quotidien. Methode : Nous interrogeons les parents des 68 garcons valides âges de 2 a 13 ans. Resultats : Nous mettons en evidence un decalage significatif entre ce que l'enfant est capable de faire dans son environnement et ce qu'il fait reellement. Conclusion : En nous referant aux definitions trouvees dans la litterature, il s'agit de deux mesures de l'independance fonctionnelle. Ces resultats nous invitent a nous interroger sur ce qui releve des competences de l'enfant, de son independance fonctionnelle mais aussi de son autonomie. Les outils d'evaluation doivent etre fondes sur des criteres bien definis, univoques, standardises et doivent etre specifiques a l'enfant, tenant compte de son processus d'autonomisation.",2022-02-09T05:03:47.102Z
142797422,"{'externalids': {'MAG': '1547962049', 'ACL': None, 'DOI': None, 'PubMedCentral': None, 'ArXiv': None}, 'license': None, 'url': None, 'status': None}","ABSTRAK Ilmiana, Ira Mufita. 2012. Pengembangan Modul Pembelajaran Fisika Bersuplemen Digital Materi Gerak Lurus untuk Siswa SMA Kelas X . Skripsi, Jurusan Fisika, Program Studi Pendidikan Fisika FMIPA Universitas Negeri Malang. Pembimbing: (I) Dr. Sentot Kusairi M.Si. (II) Dra. Hartatiek, M.Si. Kata Kunci :  modul pembelajaran fisika, suplemen digital,  gerak lurus, siswa SMA kelas X Salah satu komponen yang berperan penting pada keberhasilan belajar peserta didik adalah bahan ajar. Salah satu bahan ajar yang dinilai cukup efektif dalam pembelajaran adalah modul. Sejauh ini modul yang ada memiliki keterbatasan untuk menggambarkan fakta-fakta terkait dengan materi yang dijelaskan pada modul. Untuk memperoleh pemahaman terhadap fakta terkait materi, peserta didik perlu mengamatinya secara langsung. Namun, jika setiap materi berupa fakta pada modul/bahan ajar ini mensyaratkan harus melakukan pengamatan secara langsung maka hal ini akan membutuhkan dana, dan resiko keamanan bagi peserta didik. Selain itu, proses pembelajaran juga memiliki keterbatasan waktu. Oleh karena itu, penggunakan modul akan lebih efektif lagi dengan adanya suplemen digital. Suplemen digital yang dimaksudkan adalah berupa video berisi fakta-fakta yang mendukung pemahaman konsep dari materi pembelajaran pada modul. Penelitian ini bertujuan untuk mendiskripsikan pengembangan modul dan mengetahui kelayakan modul setelah divalidasi isi dan ujicoba terbatas Model penelitian dan pengembangan pada penelitian ini diadopsi dari I Wayan Santyasa. Penelitian ini dilakukan di SMA Negeri 1 Pagak. Uji coba produk pengembangan dilakukan melalui dua tahap, yaitu Uji Perseorangan dan Uji Kelompok Kecil. Tahap Uji Perseorangan sama dengan tahap validasi isi. Validator adalah 2 dosen fisika UM dan 1 guru fisika SMA Negeri 1 Pagak. Responden Uji Coba Terbatas (Uji Kelompok Kecil) terdiri dari 10 siswa SMA Negeri 1 Pagak yang pernah memperoleh materi gerak lurus. Jenis data yang diperoleh adalah data kuantitatif dan data kualitatif. Data kuantitatif berupa nilai rata-rata angka-angka hasil angket uji coba dari para validator. Data kualitatif berupa saran, kritik, dan tanggapan dari validator dan siswa. Instrumen dalam penelitian yang digunakan adalah angket penilaian kompenen-komponen modul. Analisis data dilakukan dengan menggunakan perhitungan nilai rata-rata dari hasil penilaian modul pada angket. Berdasarkan data, analisis data, validasi, dan pembahasan maka diperoleh kesimpulan penelitian yaitu: komponen-komponen modul pengembangan menunjukkan hasil valid dan layak digunakan peserta didik dengan skor 3,48 dari skor maksimal 4,00. Rincian skor setiap komponen adalah cover/halaman muka (3,55/valid); petunjuk penggunaan modul(3,67/valid); daftar isi (3,67/valid); tujuan pembelajaran (3,67/valid); peta konsep (3,16/cukup valid); kelayakan isi (3,24/cukup valid); penyajian isi (3,33/valid); rangkuman (3,67/valid); soal evaluasi (3,42/valid); kunci jawaban (4,00/valid); daftar pustaka (3,67/valid); komponen kebahasaan (3,3/valid); media digital (2,84/cukup valid).",2022-02-09T07:49:54.472Z
142139170,"{'externalids': {'MAG': '654535575', 'ACL': None, 'DOI': None, 'PubMedCentral': None, 'ArXiv': None}, 'license': None, 'url': None, 'status': None}","Denna studie syftar till att undersoka tva olika grupper av skidakare, pist- och offpistskidakare, och deras riskuppfattning samt riskhantering kring laviner. De fragestallningar som har formulerat ...",2022-02-09T08:10:41.440Z
141130794,"{'externalids': {'MAG': '2935079670', 'ACL': None, 'DOI': None, 'PubMedCentral': None, 'ArXiv': None}, 'license': None, 'url': None, 'status': None}","The present invention discloses a cooling device which high power LED lamp and a manufacturing method of the present invention to advance the ingot production of the semiconductor production or the N-type semiconductor element is a P-type semiconductor element is a large diameter, the diameter of the other end of the ingot has a conical shape and a large diameter end face of the trailing end of the conical Zuose serial number when the ingot slicing semiconductor wafers in each; and the conical surface of each wafer is cut granulator to give the N-type semiconductor polygonal pillar shape P-type semiconductor element or elements, the P-type and N-type semiconductor elements arranged in a matrix are arranged between two beryllia ceramic sheet provided with a conductive circuit, and the head end of the N-type semiconductor element and each column the trailing end of the P-type semiconductor elements are connected in series and the cooling device is made high power LED lamp. The present invention has the good cooling effect, high efficiency, low energy consumption, LED lighting failure can be reduced, and high power LED lamp can extend life.",2022-02-09T08:41:20.036Z
141227436,"{'externalids': {'MAG': '2781429410', 'ACL': None, 'DOI': None, 'PubMedCentral': None, 'ArXiv': None}, 'license': None, 'url': None, 'status': None}","Recension del libro de Fernando Ventura Pons: Democracia y sindicalismo de Estado. Elecciones sindicales en el Area Sanitaria de Sevilla. Un estudio antropologico. Madrid, Fundacion de Estudios Libertarios Anselmo Lorenzo. 2004: 539 paginas.",2022-02-09T08:38:50.705Z
79061199,"{'externalids': {'MAG': '2791569883', 'ACL': None, 'DOI': None, 'PubMedCentral': None, 'ArXiv': None}, 'license': None, 'url': None, 'status': None}","The Exeter Trauma Stem (ETS) is a monoblock unipolar prosthesis currently in use throughout various orthopaedic departments. It can be a useful procedure for specialty trainees in developing modern cementation techniques in hip arthroplasty. We propose that in order for this procedure to be a valid training tool that, as well as having a standardized surgical approach and operative technique, outcomes should be easily assessed and should be similar if performed by either a trainee or consultant. All ETS procedures carried out at our institution from January 2009 until September 2011 were reviewed retrospectively. Patient demographics and operative details were recorded from patient notes. Radiographic evaluation involved the Barrack cementation grading system, Dorr9s criteria, stem alignment and leg length measurement. There was no significant difference in operative time between ETS performed by consultant or by specialty trainee. On postoperative x-ray, cement mantles were Barrack grade A or B in 55.6% (trainees) versus 61.9% (consultants). Stem alignment was neutral in 50% and varus in 50% of cases for trainees, versus 28.6% and 71.4% of cases for consultants. In total, 69.2 % of patients had lengthening of the operated limb with a mean increase of 10.4mm (2–25) for trainees and 9.3mm (2–18) for consultants. Both trainees and consultants can attain a good cement mantle. However, from our results stem alignment is less accurate by trainees with half being placed in varus. Our results highlight the difficulty of obtaining correct leg length positioning with the ETS with trainees and consultants having similar discrepancies. The ETS is a useful procedure for orthopaedic trainees to attain adequate skills in modern cementation techniques with similar post-operative radiographic outcomes to consultants. The tendency for trainees to be less accurate with stem positioning could be improved with supervision or careful pre-operative templating.",2022-02-11T04:16:52.344Z
64538376,"{'externalids': {'MAG': '2746694942', 'ACL': None, 'DOI': None, 'PubMedCentral': None, 'ArXiv': None}, 'license': None, 'url': None, 'status': None}","The present invention relates to a method of operation to be performed to secure on the network between the user (1) and the service provider (2), and related equipment. This method is for the user (1), a step (33) for generating a dynamic encryption key, encrypted using the dynamic encryption key received authentication data (15) from the service provider (2) a step (33), and a step (35) for transmitting the encrypted authentication data (4) to the service provider (2). The method for service provider, verifying the step of dynamically decrypting the encrypted authentication data (4) (5), the decoded authentication data to allow operation in the secure mode (13) (5) a.",2022-02-11T13:15:57.324Z
64467522,"{'externalids': {'MAG': '2728394981', 'ACL': None, 'DOI': None, 'PubMedCentral': None, 'ArXiv': None}, 'license': None, 'url': None, 'status': None}","In this paper, we propose an efficient repository model for online software education. The software education of app development consists of 7 stages: coding & debugging, submit, collaboration, review, validate, deployment, certification. Proposed repository model supports all 7 stages efficiently. In the coding & debugging stage, the students repeat coding and debugging of source. In the submit stage, the output of previous process such as source codes, project, and videos, are uploaded to repository server. In the collaboration stage, other students or experts can optimize or upgrade version of source code, project, and videos stored in the repository. In the review stage, mentors can review and send feedbacks to students. In the validate stage, the specialists validate the source code, project, and the videos. In the deployment stage, the verified source code, project, and videos are deployed. In the certification stage, the source code, project, and the videos are evaluated to issue the certificate.",2022-02-11T13:19:51.464Z
63941248,"{'externalids': {'MAG': '2354491299', 'ACL': None, 'DOI': None, 'PubMedCentral': None, 'ArXiv': None}, 'license': None, 'url': None, 'status': None}","A multiplex infrared light modulator based on the single-chip microcomputer PCA84C641 is implemented.Coded and amplified,the signal is processed by MCU to drive the light-modulation circuit in the system.During a period of testing,the modulator performs reliably and stably.",2022-02-11T13:39:58.007Z
83063667,"{'externalids': {'MAG': '786330697', 'ACL': None, 'DOI': None, 'PubMedCentral': None, 'ArXiv': None}, 'license': None, 'url': None, 'status': None}","White lupin (Lupinus albus L.) is a protein plant adapted to the conditions of middle Europe. Presently, no variety with a sufficient resistance to anthracnose, caused by Colletotrichum lupini, is available, and cultivation of white lupins in Germany has hardly any relevance. Making this crop available for cultivation again would expand the range of domestic protein crops and increase the biological diversity on agriculturally used fields. 
To make this crop worth cultivated again, it is essential to develop white lupin varieties with a high resistance to anthracnose. The breeding lines tested in this study proofed to have a higher level of resistance towards anthracnose and are thus yielding higher compared to currently available varieties.",2022-02-11T01:33:58.581Z
80867764,"{'externalids': {'MAG': '2809111785', 'ACL': None, 'DOI': None, 'PubMedCentral': None, 'ArXiv': None}, 'license': None, 'url': None, 'status': None}","Objectives: This review aims to report the efficacy of Oriental herbal medicine for Female Idiopathic Precocious Puberty 
Methods: We searched clinical study about precocious puberty from Pubmed, OASIS, Korea Traditional Knowledge Portal and National Assembly Library up to July 2017. 
Results: Four case reports have been identified. Six cases in total were found. And in the four cases where estradiol (E2) levels were above the normal levels in pre-treatment, the figures dropped to the normal levels in post-treatment. In the three cases with breast development and breast pain in pre-treatment, symptoms improved after the treatment. And, the sustained growth of height was reported in the four cases with the treatment duration of 30 days or more. 
Conclusions: It has been identified that oriental medicine assisted improvements of hormone levels and breast pain and growth of height on patients with precocious puberty, yet more case reports and well-designed studies would be necessary to guide better oriental herbal medicine treatment of precocious puberty.",2022-02-11T02:55:55.216Z
74922521,"{'externalids': {'MAG': '187838325', 'ACL': None, 'DOI': None, 'PubMedCentral': None, 'ArXiv': None}, 'license': None, 'url': None, 'status': None}",An attempt was made to understand mechanisms of osteonecrosis of the femoral head on the basis of international experience and own research. Considered were various modern methods of both operative and conservative treatment.,2022-02-11T07:49:51.774Z
