,corpusid,externalids,url,title,authors,venue,publicationvenueid,year,referencecount,citationcount,influentialcitationcount,isopenaccess,s2fieldsofstudy,publicationtypes,publicationdate,journal,updated
46,170979754,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '1582287960', 'CorpusId': '170979754', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/db83aa6706e4c3f4e80797194bfb111688e42c29,Desenvolvimento de um nanosensor para deteção do risco de doenças cardiovasculares no âmbito do projeto CARDIOSENSOR,"[{'authorId': '2081092052', 'name': 'Celine I.L. Justino'}, {'authorId': '2064922107', 'name': 'K. Duarte'}, {'authorId': '122884251', 'name': 'A. C. Freitas'}, {'authorId': '2068948730', 'name': 'R. Pereira'}, {'authorId': '2055531198', 'name': 'Paulo Castro Chaves'}, {'authorId': '2076565056', 'name': 'Paulo Bettencourt'}, {'authorId': '143751985', 'name': 'Susana Cardoso'}, {'authorId': '35100858', 'name': 'Armando C. Duarte'}, {'authorId': '2071482168', 'name': 'T. Rocha-Santos'}]",,,2014.0,7,0,0,False,,,2014-09-08,"{'name': '', 'pages': None, 'volume': '5'}",2022-02-08T17:04:56.269Z
47,170053568,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '41205660', 'CorpusId': '170053568', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/46d0729ed375b3b95c31c2122f185cb7b65d72bc,Professores de língua inglesa da rede pública estadual de ensino e suas crenças sobre o evento-aula,"[{'authorId': '134454988', 'name': 'Maria Valésia da Silva Pirovano'}]",,,2001.0,0,0,0,False,,,,"{'name': '', 'pages': None, 'volume': ''}",2022-02-08T17:32:08.212Z
48,169913818,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2790177460', 'CorpusId': '169913818', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/e2e96f68ac501bedd578e09139160e8e88b84252,Risk Management in Dike Reconstruction: Risk Framework and Application,"[{'authorId': '133661703', 'name': 'A. Santosa'}]",,,2017.0,0,0,0,False,"[{'category': 'Business', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 'external'}]",,,"{'name': '', 'pages': None, 'volume': ''}",2022-02-08T17:36:35.915Z
49,167372667,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2349484398', 'CorpusId': '167372667', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/b1a26af95b02deba3c677c4101cab8eaf47dc13e,A Study of the Tourism Resources in Hebei Folk Customs and Development Tactics,"[{'authorId': '98380623', 'name': 'Wang Yu'}]",,,2002.0,0,0,0,False,"[{'category': 'Education', 'source': 's2-fos-model'}, {'category': 'Business', 'source': 'external'}]",,,"{'name': 'Hebei Academic Journal', 'pages': None, 'volume': ''}",2022-02-08T19:01:37.019Z
50,166885024,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '1163273878', 'CorpusId': '166885024', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/d2897e92832ab090587e19dd505fbfb917dd716d,Building The New Dimension Of Strategic Corporate Social Responsibility: Environmental Leadership,"[{'authorId': '77726518', 'name': 'M. Nastase'}, {'authorId': '97300222', 'name': 'Oana Ţăpurică'}, {'authorId': '92478713', 'name': 'F. Tache'}, {'authorId': '100701004', 'name': 'Florin Anghel'}]",,,2010.0,0,0,0,False,"[{'category': 'Business', 'source': 's2-fos-model'}, {'category': 'Business', 'source': 'external'}]",,,,2022-02-08T19:15:49.725Z
51,165805967,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2789551235', 'CorpusId': '165805967', 'PubMed': None, 'DOI': '10.26807/ant.v0i8.101', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/642c496e5e9c968183ec26dbda6f8564bca79adb,"El reto de la interculturalidad: Interculturalidad, plurinacionalidad y ciencias sociales en el Ecuador","[{'authorId': '145981958', 'name': 'Susana L. A. Andrade'}]",,,2017.0,0,0,0,True,,,2017-08-01,"{'name': '', 'pages': '13-23', 'volume': ''}",2022-02-08T19:47:26.106Z
52,183955969,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2482523552', 'CorpusId': '183955969', 'PubMed': None, 'DOI': '10.1055/B-0034-6817', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/4115c01a09eb9d3d6b0da40cbe7150d20cba08e2,Retrainingtherapie nach ADANO-Kriterien,"[{'authorId': '6460466', 'name': 'M. Nelting'}]",,,2003.0,0,0,0,False,,,,"{'name': '', 'pages': None, 'volume': ''}",2022-02-08T12:06:34.777Z
53,177041167,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '1509743114', 'CorpusId': '177041167', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/ffc599f41e9eaf3c202e95e69a24f36eb1b9e809,Allocation universelle et impôt négatif,"[{'authorId': '115801003', 'name': 'C. Joyeux'}, {'authorId': '102515450', 'name': 'Danièle Meulders'}]",,,1999.0,0,0,0,False,,,,"{'name': 'Brussels economic review', 'pages': '3-26', 'volume': '161'}",2022-02-08T15:07:45.507Z
54,172096177,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2772308667', 'CorpusId': '172096177', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/7af8644383d01f2820a413b982eb136677b871c8,A INCLUSÃO A PARTIR DA CONCEPÇÃO DOS PROFESSORES SUPERVISORES DO PROGRAMA PIDID,"[{'authorId': '2061643963', 'name': 'Diana de Souza Moura'}, {'authorId': '73913671', 'name': 'Robson Alex Ferreira'}, {'authorId': '123103293', 'name': 'Viviany da Silva Brugnhago'}, {'authorId': '24780377', 'name': 'Alexandre Barbosa de Oliveira'}]",,,2017.0,0,0,0,False,,,2017-08-25,"{'name': '', 'pages': None, 'volume': ''}",2022-02-08T16:30:26.591Z
55,172062322,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2885623738', 'CorpusId': '172062322', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/acd73141ade4bbf2fb8144818daebfc10382db3e,Dispositif et système avec des champs de raclettes mobiles,"[{'authorId': '134162969', 'name': 'Jr. James A. Gavney'}]",,,2006.0,0,0,0,False,,,2006-08-18,,2022-02-08T16:30:43.626Z
56,163014865,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2179158492', 'CorpusId': '163014865', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/c8f9b24adcd986a0a5f97cde76960429d4b69d03,"Concentración industrial, 2004. Zona costera del Estado de Yucatán. Escala 1:500,000.","[{'authorId': '79780033', 'name': 'A. Gil'}, {'authorId': '117995716', 'name': 'M. M. Sánchez'}]",,,2005.0,0,0,0,False,,,,"{'name': '', 'pages': None, 'volume': ''}",2022-02-08T21:26:20.208Z
57,162546080,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2237024611', 'CorpusId': '162546080', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/c150b6de5388692498e5c65eb39cb7933dca956a,Interfictional Identities: Transformation and Dissimulation in the Early Modern Period,"[{'authorId': '1482460696', 'name': 'Yael Nezer Lavender-Smith'}]",,,2016.0,0,0,0,False,"[{'category': 'Art', 'source': 's2-fos-model'}, {'category': 'History', 'source': 'external'}]",,,"{'name': '', 'pages': None, 'volume': ''}",2022-02-08T21:40:04.378Z
58,162020787,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '1763499828', 'CorpusId': '162020787', 'PubMed': None, 'DOI': '10.12971/AGROTEC.V2I2.225', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/6431471702bbcaa4f2d1498deb1018de3aeec88b,CORRELAÇÃO LINEAR E ESPACIAL ENTRE PRODUTIVIDADE DE CAPIM-MOMBAÇA E ATRIBUTOS FÍSICOS SOLO EM FUNÇÃO DO SISTEMA DE MANEJO - DOI: 10.12971/2179-5959.v02n02a03,"[{'authorId': '144947854', 'name': 'E. L. Vitória'}, {'authorId': '145586143', 'name': 'H. C. Fernandes'}, {'authorId': '51118784', 'name': 'M. M. Teixeira'}]",,,2012.0,0,1,0,False,,,2012-03-31,"{'name': '', 'pages': '30-43', 'volume': '2'}",2022-02-08T21:57:09.244Z
59,161481435,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '1766065880', 'CorpusId': '161481435', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/5efb94cf61c0ffb6ffedbc6ccaa934f06442811c,90 % DE LOS MEXICANOS PADECE CARIES,"[{'authorId': '122594761', 'name': 'H. Hernández'}]",,,1988.0,0,0,0,False,,,,,2022-02-08T22:12:26.031Z
60,161341806,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '1648974529', 'CorpusId': '161341806', 'PubMed': None, 'DOI': '10.1002/piuz.19850160407', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/b1173d8d69df5e432adc2731472fb4029fad1912,Die Sonne und ihre Planeten : Weltraumforschung in einer neuen Dimension,"[{'authorId': '2060176404', 'name': 'J. Beatty'}, {'authorId': '2055666983', 'name': ""Brian O'Leary""}, {'authorId': '143982668', 'name': 'A. Chaikin'}, {'authorId': '102190460', 'name': 'M. Röser'}]",,,1983.0,0,1,0,False,,,,"{'name': '', 'pages': None, 'volume': ''}",2022-02-08T22:17:13.720Z
61,159123829,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '83250290', 'CorpusId': '159123829', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/f0a1ae33ecd76cbd1c89dd0351b8b72d6b0c6016,La Carta Comunitaria de los Derechos sociales fundamentales,"[{'authorId': '95729303', 'name': 'F. M. Fernández'}]",,,1992.0,0,0,0,False,,,,"{'name': '', 'pages': '16-35', 'volume': ''}",2022-02-08T23:23:06.719Z
62,159000755,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2954618023', 'CorpusId': '159000755', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/4ab7e7a54bca3bcc39746cf472ed2a6434e6a8bd,"Agenda for Licensing Sub-Committee B on Monday, 20th November, 2017, 9.30 am","[{'authorId': '47154766', 'name': 'K. Holmes'}]",,,2017.0,0,0,0,False,"[{'category': 'Political Science', 'source': 's2-fos-model'}, {'category': 'Political Science', 'source': 'external'}]",,2017-11-20,"{'name': '', 'pages': None, 'volume': ''}",2022-02-08T23:29:10.654Z
63,157405269,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2543243735', 'CorpusId': '157405269', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/e1fb83bb0ad0d3f61a45f4ccccea935ac984ac07,Imperiled Promise: The State of History in the NPS,"[{'authorId': '94636218', 'name': 'Jacob Dinkelaker'}]",,,2012.0,0,1,0,False,"[{'category': 'Political Science', 'source': 's2-fos-model'}, {'category': 'Political Science', 'source': 'external'}]",,,"{'name': '', 'pages': None, 'volume': ''}",2022-02-09T00:16:42.978Z
64,159952003,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2906212254', 'CorpusId': '159952003', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/940a504f91d236466c600d86e32625712a2a9365,El Derecho Constitucional a la insurrección: apuntes para una teorización al respecto,"[{'authorId': '115905679', 'name': 'E. Sánchez'}]",,,2009.0,0,0,0,False,,,,,2022-02-08T22:59:53.472Z
65,159825872,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '7167415', 'CorpusId': '159825872', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/076817e8c5077131e9554b9349133be69fe2f856,Notice sur quelques plantes intéressantes du Valais,"[{'authorId': '119915006', 'name': 'Charles Fauconnet'}]",,,,0,0,0,False,,,,,2022-02-08T23:03:31.751Z
66,164715072,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2618192988', 'CorpusId': '164715072', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/0159c25e1b712bc65f5334a71b0772b9bde1e78a,Perfil antropométrico y aptitud física en voleibolistas juveniles de colima,"[{'authorId': '123367030', 'name': 'Moisés Brizuela Olivo'}]",,,2016.0,0,2,0,False,,,2016-11-14,"{'name': '', 'pages': '217-230', 'volume': '7'}",2022-02-08T20:18:34.082Z
67,164009462,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2509507308', 'CorpusId': '164009462', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/e586103f2ea0f5ff8885b00a9953684c39892b22,Association Réginaburgienne d'Amitiés Internationales,"[{'authorId': '1411732948', 'name': 'Reppelin'}]",,,2017.0,0,0,0,False,,,2017-09-28,"{'name': '', 'pages': None, 'volume': ''}",2022-02-08T20:38:46.828Z
68,158238164,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2769399518', 'CorpusId': '158238164', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/d1d1bef330beafedf28ffbfe9f6a62574a4ad77d,"Образование сотрудников ОВД. Педагогика и психология служебной деятельности: состояние и перспективы (обзор материалов международной конференции, посвященной 15-летию образования Московского университета МВД России им. В. Я. Кикотя)","[{'authorId': '115047603', 'name': 'Федотов Сергей Николаевич'}, {'authorId': '118376038', 'name': 'Ульянина Ольга Александровна'}]",,,2017.0,0,0,0,False,,,,"{'name': '', 'pages': None, 'volume': ''}",2022-02-08T23:51:29.872Z
69,154418656,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2041330073', 'CorpusId': '154418656', 'PubMed': None, 'DOI': '10.1108/EB044826', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/bd786e7fe675f505294066b1352320a0139870a4,Management Requirements for Successful Change,"[{'authorId': '1486293956', 'name': 'Nuaia Swords‐lsherwood'}]",,,1980.0,3,0,0,False,"[{'category': 'Business', 'source': 's2-fos-model'}, {'category': 'Business', 'source': 'external'}]",,1980-03-01,"{'name': 'International Journal of Manpower', 'pages': '6-12', 'volume': '1'}",2022-02-09T01:50:48.092Z
70,151333421,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2547445348', 'CorpusId': '151333421', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/b750864ff10b84b0af11fc043cc0857892b1d612,The Recognition of Prefixed Words byAdvanced Learners of Italian L2: A First Survey on Frequency Effect,"[{'authorId': '46737650', 'name': 'S. Maso'}]",,,2009.0,22,1,0,False,"[{'category': 'Linguistics', 'source': 's2-fos-model'}, {'category': 'Psychology', 'source': 'external'}]",['Review'],,"{'name': '', 'pages': '156-165', 'volume': ''}",2022-02-09T03:25:59.518Z
71,149573931,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2885474266', 'CorpusId': '149573931', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/e60b2426fa8128db87950a396e86e03300b961c1,Looting and Piracy,"[{'authorId': '5937425', 'name': 'B. Giblin'}]",,,2009.0,0,0,0,False,"[{'category': 'Political Science', 'source': 's2-fos-model'}, {'category': 'Sociology', 'source': 'external'}]",,,,2022-02-09T04:17:52.136Z
72,149620054,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2942356303', 'CorpusId': '149620054', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/3021249e16660d6bb21f1bb4fd985adf7a62e929,Monitoring the health and performance of the burner system of the combustion dynamics of a gas turbine,"[{'authorId': '1450488530', 'name': 'K·K·辛赫'}, {'authorId': '66451426', 'name': '韩飞'}, {'authorId': '1489284240', 'name': 'D.N.巴特'}, {'authorId': '1411392531', 'name': 'S·斯里尼瓦桑'}, {'authorId': '113380181', 'name': '普利塞姆'}, {'authorId': '1489282728', 'name': 'K.K.文卡特桑'}, {'authorId': '1489282894', 'name': 'C.L.范德沃尔特'}]",,,2012.0,0,0,0,False,"[{'category': 'Environmental Science', 'source': 's2-fos-model'}, {'category': 'Environmental Science', 'source': 'external'}]",,2012-06-29,"{'name': '', 'pages': None, 'volume': ''}",2022-02-09T04:16:40.817Z
73,148854223,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2784962310', 'CorpusId': '148854223', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/cd90ef5df1ea40aab9b66787bc9d5a370122f350,Affärsmodeller för citylogistik a samordnad varudistribution : Handbok för kommuner och privata aktörer,"[{'authorId': '95086260', 'name': 'Mats Abrahamsson'}]",,,2017.0,0,0,0,False,,,,"{'name': '', 'pages': None, 'volume': ''}",2022-02-09T04:39:15.334Z
74,144895059,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2071978029', 'CorpusId': '144895059', 'PubMed': None, 'DOI': '10.1080/02614368600390081', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/df9684f8d5d4857a2de8f5d41fc863309f74331e,Living on 'The Heath'.,"[{'authorId': '41219907', 'name': 'Derek Wynne'}]",,,1986.0,1,0,0,False,"[{'category': 'Sociology', 'source': 's2-fos-model'}, {'category': 'Sociology', 'source': 'external'}]",,,"{'name': 'Leisure Studies', 'pages': '109-116', 'volume': '5'}",2022-02-09T06:44:14.379Z
75,143622789,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '1985642461', 'CorpusId': '143622789', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/50bc96b640b45252173389dba48a467270f0eba1,Aparicions i comunicació,"[{'authorId': '108342168', 'name': 'J. Roma'}]",,,2002.0,0,0,0,False,,,,,2022-02-09T07:23:51.771Z
76,138600251,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2256757967', 'CorpusId': '138600251', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/293a66a37880615543b7fe44ac53d15f8acb7b37,Wear Behavior of Plasma Sprayed Ceramics on Aluminum Alloy Against SiC Ball,"[{'authorId': '117617066', 'name': 'Y. Chae'}, {'authorId': '2109680771', 'name': 'Ss Kim'}]",,,1998.0,0,0,0,False,"[{'category': 'Materials Science', 'source': 's2-fos-model'}, {'category': 'Materials Science', 'source': 'external'}]",,,"{'name': '', 'pages': '167', 'volume': ''}",2022-02-09T10:00:45.083Z
77,139072961,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2524993005', 'CorpusId': '139072961', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/b22077a04e3525ff5e90bc6af0601a8bd46fe92e,저주파 영역에서 고분자 재료의 음속 측정에 관한 연구,"[{'authorId': '52081934', 'name': '김창현'}, {'authorId': '81355835', 'name': '조국영'}, {'authorId': '70390601', 'name': '박정기'}]",,,1998.0,0,0,0,False,"[{'category': 'Physics', 'source': 's2-fos-model'}, {'category': 'Materials Science', 'source': 'external'}]",,,"{'name': '', 'pages': '58-63', 'volume': '17'}",2022-02-09T09:45:26.429Z
78,135381632,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2770905632', 'CorpusId': '135381632', 'PubMed': None, 'DOI': '10.26439/ulima.tesis/4643', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/4c819e0f07c2784bc6156c46ba2c6b63607e2238,“La eficacia de la obligación de sumisión a las autoridades nacionales competentes en el marco de la organización internacional del trabajo: un análisis del caso peruano en el periodo 2012-2016”,"[{'authorId': '1481238678', 'name': 'María-Teresa Novoa-Cárdenas'}]",,,2017.0,0,1,0,False,,,,"{'name': '', 'pages': None, 'volume': ''}",2022-02-09T11:40:12.607Z
79,134851432,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2749572963', 'CorpusId': '134851432', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/707ac3fa660a8d18f499b01c62db9d5979037158,A utilização da webquest na aula de história e geografia de Portugal,"[{'authorId': '88243110', 'name': 'Álvaro Martins'}]",,,2014.0,0,0,0,False,,,,"{'name': '', 'pages': '1267-1275', 'volume': ''}",2022-02-09T11:57:11.615Z
80,134436738,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2876509', 'CorpusId': '134436738', 'PubMed': None, 'DOI': '10.1016/B978-0-08-012204-5.50032-9', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/10002517d03d50efc08e6f7396bb5189b5456b8b,IMPROVED GRAPHITE FOR NUCLEAR REACTORS,"[{'authorId': '91397855', 'name': 'J. M. Hutcheon'}]",,,1966.0,3,0,0,False,"[{'category': 'Geology', 'source': 's2-fos-model'}, {'category': 'Materials Science', 'source': 'external'}]",,,"{'name': '', 'pages': '221-226', 'volume': ''}",2022-02-09T12:09:10.493Z
81,132346887,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2594110335', 'CorpusId': '132346887', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/e0cb1b159af5d92bed5ee054d4d2263c1d7b975f,La presentación de la información en los contratos electrónicos y de consumo. Especial referencia a las redes sociales,"[{'authorId': '108569961', 'name': 'M. Casado'}]",,,2016.0,0,0,0,False,,,2016-06-01,"{'name': '', 'pages': None, 'volume': ''}",2022-02-09T13:36:07.689Z
82,131933746,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2927156019', 'CorpusId': '131933746', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/430d82f905164a914ab629f2e4ed1b0ea07d9801,Bouillon de fermentation complet,"[{'authorId': '87821424', 'name': 'Johannes Petrus Smits'}, {'authorId': '2078410192', 'name': 'A. Canelas'}, {'authorId': '108577612', 'name': 'W. Hommes'}]",,,2016.0,4,0,0,False,,,2016-04-18,"{'name': '', 'pages': None, 'volume': ''}",2022-02-09T13:42:38.615Z
83,131716811,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2254892884', 'CorpusId': '131716811', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/e498dd54a724bb340bbdc39379d315171c3ac28e,Estimación de mercado local y proyección de ventas,"[{'authorId': '1409217227', 'name': 'Daniel Diez-Canseco-Terry'}]",,,2008.0,0,0,0,False,,,,"{'name': '', 'pages': None, 'volume': ''}",2022-02-09T13:46:50.569Z
84,127328200,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '60386580', 'CorpusId': '127328200', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/afa6b13ce43cd2dc9496ff3b567f8a731d48762f,Analisis Kepuasan Pembayar Pajak Terhadap Pelayanan Pembayaran Pajak Pada PT. Bank DKI Cabang Tanjung Priok,"[{'authorId': '104304352', 'name': 'Panji Kresnawanda'}]",,,2012.0,0,0,0,False,,,,"{'name': '', 'pages': None, 'volume': ''}",2022-02-09T15:58:17.942Z
85,127047328,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '930375511', 'CorpusId': '127047328', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/b045174c5c40098f3f0e91db972357dfbfc133f9,多维液相色谱 bottom-up top-down 阵列式 完整蛋白质 蛋白质分离,"[{'authorId': '72205334', 'name': '高明霞'}, {'authorId': '103590471', 'name': '关霞'}, {'authorId': '2099447050', 'name': '洪广峰'}, {'authorId': '2102761571', 'name': '张祥民'}]",,,2009.0,0,0,0,False,"[{'category': 'Biology', 'source': 's2-fos-model'}, {'category': 'Materials Science', 'source': 'external'}]",,,"{'name': '', 'pages': '551-555', 'volume': '27'}",2022-02-09T16:03:04.640Z
86,126761350,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2923781191', 'CorpusId': '126761350', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/6390cd1b6b2d21c878ccc3621a0e41e2027259c1,METODE HAFALAN JUZ AMMA DI MI AL-FATAH KABUPATEN BANJARNEGARA,"[{'authorId': '103871616', 'name': 'Rizqi Khusniati'}]",,,2019.0,0,0,0,False,,,,,2022-02-09T16:07:17.340Z
87,125074255,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2381451375', 'CorpusId': '125074255', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/468bb52efc5fad43bcb87ca03884c7810574d5b8,3D Modeling of the Blood Vessel,"[{'authorId': '2106515845', 'name': 'Linlin Ji'}]",,,2011.0,0,0,0,False,"[{'category': 'Engineering', 'source': 's2-fos-model'}, {'category': 'Mathematics', 'source': 'external'}]",,,"{'name': 'Journal of Langfang Teachers College', 'pages': None, 'volume': ''}",2022-02-09T18:20:43.193Z
88,124574830,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2383980212', 'CorpusId': '124574830', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/6f273f37d4fe26b1370a9f7ba7f4b8c48914e314,On the Inequality of Polynomials and Interpolation in a Jordan Domain,"[{'authorId': '101635732', 'name': 'Shen Xiechang'}]",,,1990.0,0,0,0,False,"[{'category': 'Mathematics', 'source': 's2-fos-model'}, {'category': 'Mathematics', 'source': 'external'}]",,,,2022-02-09T18:27:25.490Z
89,120176979,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '1783707460', 'CorpusId': '120176979', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/9039c84adf9f22d625d0327f6308086b3f9cd147,Обнаружение сигнала в каналах с низкой энергетикой,"[{'authorId': '82754496', 'name': 'Ринат Рашидович Халилов'}]",,,2014.0,0,0,0,False,"[{'category': 'Engineering', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 'external'}]",,2014-06-19,"{'name': '', 'pages': '220-223', 'volume': ''}",2022-02-09T22:29:39.053Z
90,120042615,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '1942978683', 'CorpusId': '120042615', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/265a8af8598cd7818d7588d2f351bd69fefea08b,Karakteristik dan Hasil Analisis Data Ordinal yangDitransformasi dengan Method of Successive Interval (MSI),"[{'authorId': '40857585', 'name': 'H. Notobroto'}, {'authorId': '87733866', 'name': 'A. Wibowo'}]",,,2006.0,0,0,0,False,"[{'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Mathematics', 'source': 'external'}]",,2006-03-01,"{'name': '', 'pages': None, 'volume': '2'}",2022-02-09T22:31:56.500Z
